row_id,attack_id,language,original_claim,original_evidence,adversarial_claim,adversarial_evidence,gold_label,target_label,edit_granularity,technique_params,validity_flags,skip_reason,injected_evidence_workaround
10,CA_07_AdvTrigger,hi,मलेरिया एक वायरल बीमारी है जो संक्रमित व्यक्ति के खांसने या छींकने से सीधे दूसरे व्यक्ति में फैलती है।,"विश्व स्वास्थ्य संगठन के अनुसार, मलेरिया प्लास्मोडियम परजीवी (परजीवी) के कारण होता है और यह मुख्य रूप से संक्रमित मादा एनोफिलीज (एएनओपीएचईएलईएस) मच्छरों के काटने से मनुष्यों में फैलता है।",,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
11,CA_07_AdvTrigger,hi,"CJP विरोध प्रदर्शन के नाम पर वायरल हुआ वीडियो 11 साल पुराना, JNU के ‘किस ऑफ लव’ अभियान का है वीडियो।","जंतर-मंतर पर CJP प्रदर्शन का बताकर शेयर किया गया वीडियो, असल में JNU के 2014 ‘किस ऑफ लव’ अभियान का है। प्रतियोगी परीक्षाओं में हुई धांधली और नीट पेपर लीक मामले को लेकर देश की राजधानी के जंतर-मंतर पर कॉकरोच जनता पार्टी (CJP) का विरोध प्रदर्शन लगातार जारी है। आंदोलनकारी केंद्रीय शिक्षा मंत्री धर्मेंद्र प्रधान के तत्काल इस्तीफे की मांग कर रहे हैं। वहीं CJP के संस्थापक अभिजीत दीपके के नेतृत्व में चल रहे इस आंदोलन को न केवल देश के अलग-अलग राज्यों से बल्कि विदेशों से भी भारी जनसमर्थन मिल रहा है। इसी से जोड़ते हुए सोशल मीडिया पर एक वीडियो तेजी से वायरल हो रहा है, जिसमें कुछ लड़के और लड़कियां नज़र आ रहे हैं जो आपस में एक दूसरे को चूमते हैं। तभी वहां मौजूद भीड़ ताली बजाती है। दावा किया जा रहा है कि यह वीडियो उसी सीजेपी प्रोटेस्ट का है। वीडियो के साथ यूज़र ने कैप्शन लिखा है… रात2बजेजंतरमंतरकॉकरोचप्रोटेस्टअपनेपीकपरहोताहैयेप्रोटेस्टनहींरुकेगा….युहींचलेगा..बढ़ेगा. फेसबुक पोस्ट।आर्काइव पोस्ट अनुसंधानसेपताचलताहैकि… हमने जांच की शुरुआत में वायरल वीडियो के कीफ्रेम को रिवर्स इमेज सर्च किया। परिणाम में हमें यह वीडियो एकइंस्टाग्राम अकाउंटपर 12 जनवरी 2020 में अपलोड किया हुआ मिला। इसके साथ लिखे कैप्शन के अनुसार, वीडियो को जेएनयू में आयोजित हुए एक प्रदर्शन “किस ऑफ़ लव” का बताया गया है। आगे हमें 12 नवंबर, 2014 को एकयूट्यूब चैनलपर वायरल वीडियो मिला। कैप्शन के अनुसार, यह JNU (जवाहरलाल नेहरू विश्वविद्यालय) का है जब ‘किस ऑफ लव’ कैंपेन की शुरुआत हुई थी। इसी समान जानकारी के साथ एक अन्ययूट्यूब यूज़रने भी यहीं वीडियो शेयर किया है, जिसमें वीडियो को जेएनयू के ‘किस ऑफ लव’ का ही बताया गया है। आगे की पड़ताल में हमें पता चला कि ‘किस ऑफ लव’नाम के एक फेसबुक पेज ने भी 9 नवंबर, 2014 को एक पोस्ट शेयर की थी। इस पोस्ट में दिख रही लड़कियां वही हैं जो वायरल वीडियो में नज़र आ रही हैं। पोस्ट के कैप्शन अनुसार, यह प्रदर्शन जेएनयू (JNU) के गंगा ढाबा के पास हुआ था। वायरल वीडियो के संदर्भ में हमें कुछ मीडिया रिपोर्ट प्रकाशित मिली है। 12 नवंबर 2014 को प्रकाशितबीबीसीकी रिपोर्ट बताती है कि, यह प्रदर्शन कोलकाता, हैदराबाद और दिल्ली समेत कई शहरों में आयोजित किया गया था जो मोरल पुलिसिंग के खिलाफ शुरू हुआ था। रिपोर्ट में वायरल",,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
12,CA_07_AdvTrigger,hi,एफडीए ने ई-सिगरेट को धूम्रपान छोड़ने की स्वीकृत दवा के रूप में मंजूरी दी है।,अमेरिकी खाद्य एवं औषधि प्रशासन के अनुसार किसी ई-सिगरेट उत्पाद को धूम्रपान छोड़ने की विधि के रूप में एफडीए की मंजूरी नहीं मिली है।,,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
13,CA_07_AdvTrigger,hi,"व्यासी जल विद्युत परियोजना, ढालीपुर, ढकरानी और कुल्हाल जल विद्युत गृह में बिजली उत्पादन पूरी तरह बंद हो गया।",लेख में इन चारों परियोजनाओं और जल विद्युत गृहों में उत्पादन ठप होने की जानकारी दी गई है।,,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
14,CA_07_AdvTrigger,hi,जल जीवन मिशन 2.0 को दिसंबर 2028 तक बढ़ाने की मंजूरी दी गई।,अमर उजाला की हिंदी रिपोर्ट में जल जीवन मिशन 2.0 को दिसंबर 2028 तक बढ़ाने की मंत्रिमंडल मंजूरी का उल्लेख है।,,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
15,CA_07_AdvTrigger,hi,अक्षय कुमार ने मुंबई की एक निजी अस्पताल चेन में 300 करोड़ रुपये का निवेश किया।,आजतक फैक्ट चेक ने कॉर्पोरेट फाइलिंग और अस्पताल समूह के सार्वजनिक बयानों की जांच में ऐसा कोई निवेश रिकॉर्ड नहीं पाया। अक्षय कुमार के प्रवक्ता ने भी इस खबर को अफवाह बताया।,,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
16,CA_07_AdvTrigger,hi,गोवा में आए अंतर्राष्ट्रीय प्रतिनिधियों को कमांड कंट्रोल सेंटर और मीडिया निगरानी केंद्रों के बारे में जानकारी दी गई थी।,"पीआईबी की विज्ञप्ति में गोवा में प्रतिनिधियों को कमांड कंट्रोल सेंटर, मीडिया निगरानी केंद्र और प्रेषण केंद्र से अवगत कराने की बात है।",,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
17,CA_07_AdvTrigger,hi,50 वर्ष से अधिक उम्र के पुरुषों को टाइप-2 मधुमेह की रोकथाम के लिए प्रतिदिन 45 मिनट तेज चलना चाहिए।,सीडीसी (सीडीसी) टाइप 2 मधुमेह को रोकने के लिए सप्ताह में कम से कम 150 मिनट की मध्यम-तीव्रता वाली शारीरिक गतिविधि (जैसे तेज चलना) करने की सलाह देता है।,,,NEI,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
18,CA_07_AdvTrigger,hi,"बिहार विशेष गहन पुनरीक्षण में 35,69,435 मतदाता अपने पते पर नहीं मिले थे।","पीआईबी की विज्ञप्ति में अपने पते पर न मिलने वाले मतदाताओं की संख्या 35,69,435 बताई गई है।",,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
19,CA_07_AdvTrigger,hi,2019 में महाराष्ट्र से बैल पोला के वीडियो को तमिलनाडू में पुलिसकर्मी पर अत्याचार के नाम से वायरल,"ये वीडियो 2019 में महाराष्ट्र में बैल पोला के त्यौहार के समय का है जिसका तमिलनाडु से कोई संबंध नहीं है। तमिलनाडु में बिहारी मजदूरों पर अत्याचारों कीख़बरोंके बीच सोशल मीडिया पर तरह तरह के असंबंधित वीडियो शेयर किए जा रहे हैं। इसी के चलते सोशल मीडिया पर एक वीडियो वायरल हो रहा है जिसमें हम पुलिसकर्मियों के पीछे स्थानीय लोगों को भागते हुए देख सकते है। इस वीडियो को शेयर करते हुए दावा किया जा रहा है कि तमिलनाडु में पुलिसकर्मियों को बिहारी मजदूर भगा भगाकर मार रहे है। सोशल मीडिया पर वायरल वीडियो के कैप्शन में लिखा गया है कि “तमिलनाडु के पुलिस को बिहारी लोग दौड़ा दौड़ा के मार रहे है।” इन्स्टाग्राम पोस्ट।आर्काइव लिंक अनुसंधान से पता चलता है कि… जाँच की शुरुवात हमने वीडियो को छोटे की फ्रेम्स में तोडा और गूगल पर रिवर्स इमेज सर्च किया, जिसके परिणाम से हमें वायरल वीडियो का लम्बा वर्शन यूट्यूब पर उपलब्ध मिला। 31 अगस्त 2019 को अपलोड किये गये इस वीडियो के कैप्शन में लिखा गया है कि “VARADSIM गावं की पुलिस माग दौड़ना बैल 2019 बैल पोला VARADSIM गावं।” वीडियो में दिए गए जानकारी के अनुसार ये वीडियो भुसावल तहसील के वरदसिम गावं में 2019 बैल पोला के त्यौहार से है। इस 28 सेकंड के वीडियो में हम उन्ही लोगों को देख सकते है जो वायरल वीडियो में दिख रहे है। नीचे आप दोनों वीडियो की समानता देख सकते है जिससे ये स्पष्ट होता है कि वायरल वीडियो- यूट्यूब वीडियो का ही हिस्सा है। दोनों वीडियो समान है। आगे फैक्ट क्रेसेंडो ने भुसावल के पुलिस स्टेशन के एस.एच.ओ से संपर्क किया, जिन्होंने हमें बताया कि वायरल वीडियो पुराना है और भुसावल में बैल पोला के समय का है। असल में बैल पोला के समय पुलिसकर्मी सबके आगे भागकर लोगों को रस्ते से हटा रहे थे ताकि पीछे से बैलों  की रेस हो सके। इस वीडियो का तमिलनाडू के साथ कोई संबंध नहीं है। बैल पोला क्या है? बैल पोलामहाराष्ट्र, मध्य प्रदेश और छत्तीसगढ़ में किसानों द्वारा मनाया जाने वाला एक धन्यवाद उत्सव है, जो बैल और बैलों के महत्व को स्वीकार करने के लिए मनाया जाता है। ये त्यौहार कृषि और कृषि गतिविधियों का एक महत्वपूर्ण हिस्सा हैं। इस त्यौहार के चलते बैलों को सजाया जाता है और उन पर तरह-तरह के चित्र बनाए जाते हैं। साथ ही एक जुलूस भी निकाला जाता है जहां गांव के लोग जश्न मनाने के लिए इक",,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
20,CA_07_AdvTrigger,hi,"एक व्यक्ति मतदान केंद्र पहुंचकर केवल वोटर कार्ड या आधार दिखाकर, मतदाता सूची में नाम न होने पर भी वोट डाल सकता है।",निर्वाचन आयोग के स्पष्टीकरण में कहा गया है कि जिसका नाम मतदाता सूची में नहीं है वह मतदान-दिन मतदान नहीं कर सकता।,,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
21,CA_07_AdvTrigger,hi,पीएम आवास घेराव के बाद पटना में हुई हालिया झड़प के नाम पर वायरल हुआ पुराना वीडियो।,"पटना में बीजेपी-कांग्रेस कार्यकर्ताओं के बीच झड़प का वीडियो हालिया प्रदर्शन का नहीं, पुराना है। हाल ही में नीट (NEET) पेपर लीक मामले पर 21 जुलाई को दिल्ली में पीएम आवास के पास प्रदर्शन कर रहे राहुल गांधी, प्रियंका गांधी और मल्लिकार्जुन खर्गे सहित कई कांग्रेस नेताओं को पुलिस ने हिरासत में ले लिया था। जिसके जवाब में भाजपा कार्यकर्ताओं ने भी राहुल गांधी के खिलाफ प्रदर्शन किया। इसी राजनीतिक टकराव के बीच, सोशल मीडिया पर एक वीडियो वायरल किया जा रहा है, जिसमें बीजेपी और कांग्रेस पार्टी के लोग हाथ में पार्टी का झंडा लिए एक दूसरे से भिड़ते हुए दिखाई दे रहे हैं। दावा किया जा रहा है कि यह वीडियो पटना का है जहां भाजपा और कांग्रेस कार्यकर्ताओं के बीच हिंसक झड़प हो गई। यूज़र ने वीडियो को यह कैप्शन लिखते हुए शेयर किया है… महासंग्रामदिल्लीमेंहुईकिरकिरीकेबादभाजपानेअपनेकार्यकर्ताओंकाआह्वानकियाथाकिसभीराज्योंकीराजधानीमेंकांग्रेसकार्यालयकाघेरावकरे।उसआह्वानकेबादपटनाकाहालदेखलीजिए,कांग्रेसीभीतैयारबैठेथे,फिरवहीहुआजोइसवीडियोमेंदिखरहाहै। फेसबुक पोस्ट।आर्काइव पोस्ट अनुसंधानसेपताचलताहैकि… हमने जांच की शुरुआत में वायरल वीडियो के कीफ्रेम को रिवर्स इमेज सर्च किया। परिणाम में हमें 29 अगस्त, 2025 को साझा की गईएक फेसबुकपोस्ट मिली, जिसमें वही दृश्य दिखाई दे रहे थे। एकअन्य फेसबुकपेज पर भी इसी वायरल वीडियो को साझा किया गया था, जिसके साथ कैप्शन में लिखा था, “पटना में भाजपा कार्यकर्ता और कांग्रेस में बबाल मची हड़कंप।” इससे इतनी बात तो यही साबित होती है कि यह वीडियो हालिया छात्र विरोध प्रदर्शनों और प्रधानमंत्री आवास के बाहर कांग्रेस के प्रदर्शन से पहले का ही है। पड़ताल के अगले चरण में हमेंएएनआईके एक्स हैंडल पर वायरल वीडियो का अलग एंगल से रिकॉर्ड किया गया वीडियो मिला, जिसे 29 अगस्त 2025 को पोस्ट किया गया था। बताया गया है कि “पटना में कांग्रेस कार्यालय के सामने भाजपा कार्यकर्ताओं के विरोध-प्रदर्शन के दौरान दोनों दलों के कार्यकर्ताओं के बीच झड़प हो गई थी।” #WATCH| Patna, Bihar: BJP and Congress workers clash as the former staged a protest against the latter in front of the Congress office.pic.twitter.com/GDUxM0JgyB हमें वायरल वीडियो से सम्बंधित एक वीडियो रिपोर्टटाइम्स नाउके यूट्यूब चैनल पर मिली। यहां वीडियो क",,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
22,CA_07_AdvTrigger,hi,गांव में केवल कुछ ही दुकानें खुली थीं।,लेख में इक्का-दुक्का दुकानें खुलने का उल्लेख है।,,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
23,CA_07_AdvTrigger,hi,मान्यता प्राप्त दलों के उम्मीदवारों को घर से मतदान सुविधा लेने वाले मतदाताओं की सूची नहीं दी जाती।,निर्वाचन आयोग के अनुसार मान्यता प्राप्त राजनीतिक दलों के उम्मीदवारों को घर से मतदान सुविधा लेने वाले मतदाताओं की सूची उपलब्ध कराई जाती है।,,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
24,CA_07_AdvTrigger,hi,ईपीआईसी मतदान के समय मतदाता की पहचान स्थापित करने वाले दस्तावेजों में से एक है।,पीआईबी की हिंदी विज्ञप्ति में ईपीआईसी को मतदान के समय मतदाता की पहचान स्थापित करने वाले दस्तावेजों में से एक बताया गया है।,,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
25,CA_07_AdvTrigger,hi,वायरल तस्वीर में ‘बॉयकॉट बॉलीवुड’ लिखा पोस्टर प्रदर्शन के दौरान वास्तव में मौजूद था।,मूल तस्वीर 2012 में निर्भया कांड के विरोध प्रदर्शन के दौरान ली गई थी। रिवर्स सर्च और मूल फोटो की तुलना से पता चला कि वायरल संस्करण में पोस्टर का संदेश डिजिटल रूप से बदल दिया गया था।,,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
26,CA_07_AdvTrigger,hi,"बिहार विशेष गहन पुनरीक्षण में एक से अधिक स्थानों पर पंजीकृत पाए गए मतदाताओं की संख्या 5,76,479 थी।","पीआईबी की विज्ञप्ति में एक से अधिक स्थानों पर पंजीकृत अब तक पहचाने गए मतदाताओं की संख्या 5,76,479 है।",,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
27,CA_07_AdvTrigger,hi,रजनीकांत जंतर-मंतर पर CJP के विरोध प्रदर्शन में शामिल हुए थे।,विश्वास न्यूज़ की जांच में पाया गया कि वायरल वीडियो में दिखाई देने वाला व्यक्ति रजनीकांत नहीं था और दावा भ्रामक था।,,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
28,CA_07_AdvTrigger,hi,लोकसभा चुनाव 2024 देखने के लिए अंतरराष्ट्रीय चुनाव आगंतुक कार्यक्रम में 23 देशों के 75 प्रतिनिधि भारत आए थे।,पीआईबी की विज्ञप्ति में अंतरराष्ट्रीय चुनाव आगंतुक कार्यक्रम के अंतर्गत 23 देशों का प्रतिनिधित्व करने वाले 75 प्रतिनिधियों के भारत आने की जानकारी दी गई है।,,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
29,CA_07_AdvTrigger,hi,मनुष्यों में रेबीज संचरण मुख्यतः जंगली जानवरों के कारण होता है।,विश्व स्वास्थ्य संगठन के अनुसार मनुष्यों में रेबीज संचरण के लगभग 99 प्रतिशत मामलों के लिए कुत्ते जिम्मेदार हैं।,,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
30,CA_07_AdvTrigger,hi,लेख के अनुसार मानसून के दौरान हिमाचल प्रदेश में केवल 25 लोगों की मौत हुई।,लेख में स्पष्ट रूप से 205 लोगों की मौत होने की जानकारी दी गई है।,,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
31,CA_07_AdvTrigger,hi,'धमाल 4' ने 17 दिनों में 200 करोड़ रुपये से अधिक की कमाई की।,"TV9 भारतवर्ष की रिपोर्ट के अनुसार, Dhamaal 4 Film: बॉलीवुड एक्टर अजय देवगन की फिल्म धमाल सिनेमाघरों में रिलीज होने जा रही है. इस फिल्म की कमाई के ताजा आंकड़े आ गए हैं. फिल्म ने रिलीज के 17 दिनों में अच्छा-खासा कलेक्शन कर के दिखा दिया है. तीसरे रविवार तो फिल्म की कमाई चौंकाने वाली है। खबर में यही जानकारी स्पष्ट रूप से दर्ज है।",,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
32,CA_07_AdvTrigger,hi,"जिस व्यक्ति का नाम मतदाता सूची में नहीं है, उसका नाम मतदान के दिन जोड़ा जा सकता है।",निर्वाचन आयोग के अनुसार मतदान-दिन नाम जोड़ने या नाम न होने पर मतदान की अनुमति का प्रश्न नहीं उठता; सूची में नाम होना आवश्यक है।,,,REF,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
33,CA_07_AdvTrigger,hi,"17 जुलाई 2025 तक बिहार में 45,82,247 गणना प्रपत्र प्राप्त होना शेष था, जो 5.8 प्रतिशत था।","पीआईबी की विज्ञप्ति में शेष गणना प्रपत्र 45,82,247 और उनका प्रतिशत 5.8 दर्ज है।",,,SUP,same_as_gold,sentence,"{""attack_name"": ""Adv. Trigger""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",llm_generation_failed,False
